state_fips,state,soc_minor,civ_noninst_pop_employed,civ_noninst_pop_employed_local,civ_noninst_pop_employed_immigrant,civ_noninst_pop_employed_central_america,civ_noninst_pop_employed_south_america,civ_noninst_pop_employed_mexico,count,count_local,count_immigrant,count_central_america,count_south_america,count_mexico,minor_group,title
11,District of Columbia,195,176,148,28,0,0,0,8,7,1,0,0,0,19-5000,Occupational Health and Safety Specialists and Technicians
11,District of Columbia,211,7160,6263,897,22,38,21,415,361,54,1,3,3,21-1000,"Counselors, Social Workers, and Other Community and Social Service Specialists"
11,District of Columbia,212,648,615,33,0,0,2,49,45,4,0,0,1,21-2000,Religious Workers
11,District of Columbia,231,19717,17264,2453,93,353,323,1158,1041,117,4,14,4,23-1000,"Lawyers, Judges, and Related Workers"
11,District of Columbia,232,4573,3984,589,167,123,15,315,277,38,5,10,1,23-2000,Legal Support Workers
11,District of Columbia,251,5160,4046,1114,0,85,61,341,264,77,1,6,2,25-1000,Postsecondary Teachers
11,District of Columbia,252,9191,7771,1420,52,331,34,506,439,67,3,11,3,25-2000,"Preschool, Elementary, Middle, Secondary, and Special Education Teachers"
11,District of Columbia,253,2627,2238,389,28,81,20,204,176,28,3,4,1,25-3000,Other Teachers and Instructors
11,District of Columbia,254,1885,1704,181,0,23,0,116,104,12,0,1,0,25-4000,"Librarians, Curators, and Archivists"
11,District of Columbia,259,3253,2920,333,40,57,18,210,182,28,2,3,1,25-9000,Other Educational Instruction and Library Occupations
11,District of Columbia,271,3612,3056,556,0,127,0,204,174,30,0,4,0,27-1000,Art and Design Workers
11,District of Columbia,272,2809,2493,316,0,0,10,210,186,24,2,1,1,27-2000,"Entertainers and Performers, Sports and Related Workers"
11,District of Columbia,273,13580,11487,2093,90,229,105,812,708,104,5,11,5,27-3000,Media and Communication Workers
11,District of Columbia,274,1104,828,276,0,37,0,61,50,11,0,2,0,27-4000,Media and Communication Equipment Workers
11,District of Columbia,291,9224,7723,1501,0,96,32,494,416,78,0,6,2,29-1000,Healthcare Diagnosing or Treating Practitioners
11,District of Columbia,292,2119,1728,391,60,26,0,133,108,25,3,2,0,29-2000,Health Technologists and Technicians
11,District of Columbia,299,407,288,119,14,0,0,24,19,5,1,0,0,29-9000,Other Healthcare Practitioners and Technical Occupations
11,District of Columbia,3111,4150,2724,1426,133,16,0,197,141,56,5,2,0,31-1100,"Home Health and Personal Care Aides; and Nursing Assistants, Orderlies, and Psychiatric Aides"
11,District of Columbia,312,133,118,15,0,0,0,7,6,1,0,0,0,31-2000,Occupational Therapy and Physical Therapist Assistants and Aides
11,District of Columbia,319,1708,1452,256,50,0,57,91,76,15,2,0,2,31-9000,Other Healthcare Support Occupations
11,District of Columbia,331,498,431,67,0,0,0,33,31,2,0,0,0,33-1000,Supervisors of Protective Service Workers
11,District of Columbia,332,169,148,21,0,21,0,18,17,1,0,1,0,33-2000,Firefighting and Prevention Workers
11,District of Columbia,333,2063,1978,85,0,0,0,118,112,6,0,0,0,33-3000,Law Enforcement Workers
11,District of Columbia,339,6246,5766,480,0,10,0,352,327,25,0,1,0,33-9000,Other Protective Service Workers
11,District of Columbia,351,1828,1432,396,175,32,55,97,79,18,6,2,2,35-1000,Supervisors of Food Preparation and Serving Workers
11,District of Columbia,352,6770,3989,2781,1667,22,354,332,226,106,53,3,15,35-2000,Cooks and Food Preparation Workers
11,District of Columbia,353,5852,4624,1228,304,74,104,359,299,60,12,6,5,35-3000,Food and Beverage Serving Workers
11,District of Columbia,359,2210,1363,847,673,16,26,142,103,39,23,3,1,35-9000,Other Food Preparation and Serving Related Workers
11,District of Columbia,371,506,401,105,49,0,0,30,26,4,2,0,0,37-1000,Supervisors of Building and Grounds Cleaning and Maintenance Workers
11,District of Columbia,372,9656,4679,4977,2895,158,182,449,285,164,76,6,12,37-2000,Building Cleaning and Pest Control Workers
11,District of Columbia,373,667,483,184,165,0,0,59,47,12,7,0,0,37-3000,Grounds Maintenance Workers
11,District of Columbia,391,137,61,76,0,7,0,9,4,5,0,1,0,39-1000,Supervisors of Personal Care and Service Workers
11,District of Columbia,392,531,471,60,0,0,0,33,28,5,0,1,0,39-2000,Animal Care and Service Workers
11,District of Columbia,393,477,402,75,0,0,0,45,40,5,0,0,0,39-3000,Entertainment Attendants and Related Workers
11,District of Columbia,394,41,41,0,0,0,0,2,2,0,0,0,0,39-4000,Funeral Service Workers
11,District of Columbia,395,1472,1242,230,95,7,0,68,52,16,4,2,0,39-5000,Personal Appearance Workers
11,District of Columbia,396,499,383,116,31,0,0,34,29,5,1,0,0,39-6000,"Baggage Porters, Bellhops, and Concierges"
11,District of Columbia,397,313,292,21,0,0,0,20,18,2,0,0,0,39-7000,Tour and Travel Guides
11,District of Columbia,399,5905,3790,2115,277,398,146,418,329,89,11,17,8,39-9000,Other Personal Care and Service Workers
11,District of Columbia,411,4605,3974,631,64,10,16,255,220,35,3,1,1,41-1000,Supervisors of Sales Workers
11,District of Columbia,412,8053,6860,1193,371,0,0,664,591,73,14,3,1,41-2000,Retail Sales Workers
11,District of Columbia,413,3724,3234,490,8,148,16,202,172,30,1,6,1,41-3000,"Sales Representatives, Services"
11,District of Columbia,414,984,696,288,0,0,0,60,49,11,0,0,0,41-4000,"Sales Representatives, Wholesale and Manufacturing"
11,District of Columbia,419,2995,2792,203,32,8,0,186,170,16,1,2,0,41-9000,Other Sales and Related Workers
11,District of Columbia,431,2902,2707,195,0,9,33,172,157,15,0,1,2,43-1000,Supervisors of Office and Administrative Support Workers
11,District of Columbia,432,265,265,0,0,0,0,13,13,0,0,0,0,43-2000,Communications Equipment Operators
11,District of Columbia,433,2928,2456,472,71,63,0,158,132,26,3,4,0,43-3000,Financial Clerks
11,District of Columbia,434,10451,8820,1631,424,110,77,645,567,78,16,5,2,43-4000,Information and Record Clerks
11,District of Columbia,435,2564,2240,324,51,9,16,131,112,19,3,1,1,43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers"
11,District of Columbia,436,5709,5318,391,15,78,12,382,347,35,2,6,1,43-6000,Secretaries and Administrative Assistants
11,District of Columbia,439,6787,6147,640,0,142,0,461,422,39,0,7,1,43-9000,Other Office and Administrative Support Workers
11,District of Columbia,451,16,16,0,0,0,0,1,1,0,0,0,0,45-1000,"Supervisors of Farming, Fishing, and Forestry Workers"
11,District of Columbia,452,109,83,26,0,0,0,8,7,1,0,0,0,45-2000,Agricultural Workers
11,District of Columbia,453,25,25,0,0,0,0,1,1,0,0,0,0,45-3000,Fishing and Hunting Workers
11,District of Columbia,454,20,20,0,0,0,0,1,1,0,0,0,0,45-4000,"Forest, Conservation, and Logging Workers"
11,District of Columbia,471,288,182,106,106,0,0,16,12,4,3,0,0,47-1000,Supervisors of Construction and Extraction Workers
11,District of Columbia,472,6093,3376,2717,2003,19,450,260,191,69,45,3,7,47-2000,Construction Trades Workers
11,District of Columbia,473,72,72,0,0,0,0,2,2,0,0,0,0,47-3000,"Helpers, Construction Trades"
11,District of Columbia,474,305,276,29,0,0,0,19,17,2,0,0,0,47-4000,Other Construction and Related Workers
11,District of Columbia,491,144,100,44,23,0,0,9,6,3,1,0,0,49-1000,"Supervisors of Installation, Maintenance, and Repair Workers"
11,District of Columbia,492,541,471,70,0,26,0,27,23,4,0,1,0,49-2000,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers"
11,District of Columbia,493,574,393,181,52,0,0,38,34,4,1,0,0,49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers"
11,District of Columbia,499,1285,1124,161,0,39,0,44,39,5,0,1,0,49-9000,"Other Installation, Maintenance, and Repair Occupations"
11,District of Columbia,511,144,104,40,0,0,0,6,5,1,0,0,0,51-1000,Supervisors of Production Workers
11,District of Columbia,512,50,50,0,0,0,0,7,6,1,0,0,0,51-2000,Assemblers and Fabricators
11,District of Columbia,513,428,326,102,24,0,5,24,19,5,1,0,1,51-3000,Food Processing Workers
11,District of Columbia,514,164,128,36,36,0,0,11,8,3,2,0,0,51-4000,Metal Workers and Plastic Workers
11,District of Columbia,5151,247,230,17,0,0,0,11,10,1,0,0,0,51-5100,Printing Workers
11,District of Columbia,516,244,85,159,144,0,0,16,8,8,5,0,0,51-6000,"Textile, Apparel, and Furnishings Workers"
11,District of Columbia,517,81,27,54,54,0,0,6,5,1,1,0,0,51-7000,Woodworkers
11,District of Columbia,518,581,358,223,214,0,0,19,16,3,2,0,0,51-8000,Plant and System Operators
11,District of Columbia,519,813,625,188,0,31,0,58,45,13,1,2,0,51-9000,Other Production Occupations
11,District of Columbia,531,139,120,19,0,0,0,11,9,2,0,0,0,53-1000,Supervisors of Transportation and Material Moving Workers
11,District of Columbia,532,358,331,27,0,0,0,19,17,2,0,0,0,53-2000,Air Transportation Workers
11,District of Columbia,533,5112,3983,1129,238,0,14,270,215,55,9,0,1,53-3000,Motor Vehicle Operators
11,District of Columbia,534,240,240,0,0,0,0,9,9,0,0,0,0,53-4000,Rail Transportation Workers
11,District of Columbia,535,36,36,0,0,0,0,2,2,0,0,0,0,53-5000,Water Transportation Workers
11,District of Columbia,536,671,475,196,0,0,0,39,28,11,1,0,0,53-6000,Other Transportation Workers
11,District of Columbia,537,4409,4211,198,31,0,0,261,247,14,3,0,0,53-7000,Material Moving Workers
12,Florida,111,137612,105810,31802,1516,10476,833,8196,6409,1787,79,568,48,11-1000,Top Executives
12,Florida,112,67608,53555,14053,697,5387,568,3925,3136,789,36,302,31,11-2000,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers"
12,Florida,113,164417,125057,39360,2288,11379,1433,9537,7418,2119,126,616,65,11-3000,Operations Specialties Managers
12,Florida,119,510367,392310,118057,8841,31397,6160,28388,22552,5836,374,1511,253,11-9000,Other Management Occupations
12,Florida,131,258568,208944,49624,3596,14016,1316,14982,12305,2677,177,735,72,13-1000,Business Operations Specialists
12,Florida,132,177358,136986,40372,2098,11980,887,10309,8131,2178,128,610,45,13-2000,Financial Specialists
12,Florida,1512,212569,156059,56510,1821,11474,834,11963,9052,2911,99,529,43,15-1200,Computer Occupations
12,Florida,152,10944,8666,2278,124,447,0,668,542,126,8,24,0,15-2000,Mathematical Science Occupations
12,Florida,171,11431,7944,3487,36,1696,152,659,471,188,4,79,5,17-1000,"Architects, Surveyors, and Cartographers"
12,Florida,172,79874,60694,19180,691,4605,251,4510,3545,965,27,209,13,17-2000,Engineers
12,Florida,173,33563,26135,7428,552,1768,336,1926,1542,384,24,93,12,17-3000,"Drafters, Engineering Technicians, and Mapping Technicians"
12,Florida,191,9436,6668,2768,96,646,28,599,451,148,5,27,1,19-1000,Life Scientists
12,Florida,192,13391,9389,4002,27,525,67,820,605,215,3,29,3,19-2000,Physical Scientists
12,Florida,193,11502,9064,2438,97,665,109,707,565,142,5,38,8,19-3000,Social Scientists and Related Workers
12,Florida,194,14651,11621,3030,154,473,222,858,700,158,7,27,11,19-4000,"Life, Physical, and Social Science Technicians"
12,Florida,195,2882,2306,576,0,85,37,168,140,28,0,8,2,19-5000,Occupational Health and Safety Specialists and Technicians
12,Florida,211,97108,77689,19419,1130,4009,659,5400,4440,960,57,211,27,21-1000,"Counselors, Social Workers, and Other Community and Social Service Specialists"
12,Florida,212,27147,22122,5025,476,1201,246,1611,1329,282,20,61,13,21-2000,Religious Workers
12,Florida,231,58961,51954,7007,357,1908,36,3643,3235,408,19,106,2,23-1000,"Lawyers, Judges, and Related Workers"
12,Florida,232,46184,37553,8631,691,2140,343,2562,2129,433,35,113,11,23-2000,Legal Support Workers
12,Florida,251,59190,41875,17315,467,2592,225,3625,2646,979,27,138,17,25-1000,Postsecondary Teachers
12,Florida,252,276334,234991,41343,2763,9258,1154,16649,14343,2306,141,532,63,25-2000,"Preschool, Elementary, Middle, Secondary, and Special Education Teachers"
12,Florida,253,43709,36020,7689,580,1996,140,2784,2328,456,26,110,15,25-3000,Other Teachers and Instructors
12,Florida,254,9287,7975,1312,64,118,99,613,538,75,3,8,3,25-4000,"Librarians, Curators, and Archivists"
12,Florida,259,55382,42987,12395,667,3414,578,3302,2583,719,46,182,34,25-9000,Other Educational Instruction and Library Occupations
12,Florida,271,59139,43619,15520,1024,6433,642,3471,2650,821,45,334,28,27-1000,Art and Design Workers
12,Florida,272,48696,39215,9481,295,2844,253,2999,2478,521,18,148,18,27-2000,"Entertainers and Performers, Sports and Related Workers"
12,Florida,273,39229,31561,7668,561,2205,268,2421,1967,454,22,135,18,27-3000,Media and Communication Workers
12,Florida,274,22554,17973,4581,310,1685,302,1288,1036,252,10,86,16,27-4000,Media and Communication Equipment Workers
12,Florida,291,371652,271924,99728,4039,12304,1469,20639,15666,4973,195,652,49,29-1000,Healthcare Diagnosing or Treating Practitioners
12,Florida,292,183648,143165,40483,1908,4782,847,9351,7479,1872,90,247,35,29-2000,Health Technologists and Technicians
12,Florida,299,4542,3886,656,81,90,50,258,218,40,1,6,2,29-9000,Other Healthcare Practitioners and Technical Occupations
12,Florida,3111,159585,89943,69642,2688,5789,1186,7457,4640,2817,123,286,58,31-1100,"Home Health and Personal Care Aides; and Nursing Assistants, Orderlies, and Psychiatric Aides"
12,Florida,312,8958,6934,2024,48,211,10,494,395,99,3,15,1,31-2000,Occupational Therapy and Physical Therapist Assistants and Aides
12,Florida,319,97946,71300,26646,1795,5492,624,4921,3704,1217,84,266,33,31-9000,Other Healthcare Support Occupations
12,Florida,331,18578,16159,2419,233,261,12,1150,1032,118,5,13,1,33-1000,Supervisors of Protective Service Workers
12,Florida,332,23820,22225,1595,284,205,79,1360,1267,93,14,12,4,33-2000,Firefighting and Prevention Workers
12,Florida,333,82220,73729,8491,388,1453,166,4481,4063,418,24,62,10,33-3000,Law Enforcement Workers
12,Florida,339,95509,72338,23171,1644,3212,339,4799,3822,977,64,151,15,33-9000,Other Protective Service Workers
12,Florida,351,79907,55761,24146,2417,4228,1552,3641,2641,1000,78,174,57,35-1000,Supervisors of Food Preparation and Serving Workers
12,Florida,352,197879,137346,60533,7577,7321,8670,9715,7263,2452,274,362,305,35-2000,Cooks and Food Preparation Workers
12,Florida,353,275427,217679,57748,5957,13522,4039,13663,11191,2472,233,586,141,35-3000,Food and Beverage Serving Workers
12,Florida,359,65912,48454,17458,2293,2492,1438,3856,3100,756,89,137,58,35-9000,Other Food Preparation and Serving Related Workers
12,Florida,371,35685,23916,11769,2197,3112,1085,1680,1174,506,86,134,39,37-1000,Supervisors of Building and Grounds Cleaning and Maintenance Workers
12,Florida,372,285863,136699,149164,27710,34432,14855,13951,7708,6243,1099,1500,560,37-2000,Building Cleaning and Pest Control Workers
12,Florida,373,111051,67086,43965,15814,2655,13990,5159,3707,1452,455,104,436,37-3000,Grounds Maintenance Workers
12,Florida,391,7531,5583,1948,24,652,34,360,269,91,1,27,2,39-1000,Supervisors of Personal Care and Service Workers
12,Florida,392,23529,20263,3266,397,1007,500,1366,1202,164,17,48,17,39-2000,Animal Care and Service Workers
12,Florida,393,31164,26043,5121,238,1030,237,1646,1412,234,13,46,12,39-3000,Entertainment Attendants and Related Workers
12,Florida,394,2004,1881,123,0,9,0,123,113,10,0,1,0,39-4000,Funeral Service Workers
12,Florida,395,96014,52903,43111,1730,5423,873,4545,2646,1899,78,251,44,39-5000,Personal Appearance Workers
12,Florida,396,8392,5495,2897,297,327,107,381,263,118,10,18,5,39-6000,"Baggage Porters, Bellhops, and Concierges"
12,Florida,397,3558,2794,764,102,342,0,237,195,42,5,14,0,39-7000,Tour and Travel Guides
12,Florida,399,92644,70248,22396,2799,6866,1134,5703,4509,1194,122,347,54,39-9000,Other Personal Care and Service Workers
12,Florida,411,285369,216581,68788,5806,17486,2762,14964,11701,3263,264,859,113,41-1000,Supervisors of Sales Workers
12,Florida,412,465763,355620,110143,9137,23691,4874,25556,20392,5164,407,1131,207,41-2000,Retail Sales Workers
12,Florida,413,123139,97300,25839,1431,7831,787,6536,5287,1249,71,356,40,41-3000,"Sales Representatives, Services"
12,Florida,414,75812,58878,16934,1788,5671,500,4262,3411,851,79,268,27,41-4000,"Sales Representatives, Wholesale and Manufacturing"
12,Florida,419,120298,90928,29370,1566,10566,799,7122,5536,1586,76,547,46,41-9000,Other Sales and Related Workers
12,Florida,431,80777,63818,16959,1401,4793,693,4541,3684,857,64,216,32,43-1000,Supervisors of Office and Administrative Support Workers
12,Florida,432,6002,4674,1328,118,326,57,315,266,49,4,11,1,43-2000,Communications Equipment Operators
12,Florida,433,144707,114410,30297,2496,7901,689,8284,6673,1611,132,411,41,43-3000,Financial Clerks
12,Florida,434,395393,314632,80761,6906,19409,2576,20832,16981,3851,314,934,125,43-4000,Information and Record Clerks
12,Florida,435,111985,87169,24816,2154,5169,924,5961,4817,1144,103,241,45,43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers"
12,Florida,436,166640,132321,34319,3214,9163,1434,10571,8603,1968,162,538,66,43-6000,Secretaries and Administrative Assistants
12,Florida,439,182842,147655,35187,2896,8298,1091,10460,8577,1883,150,441,55,43-9000,Other Office and Administrative Support Workers
12,Florida,451,3098,1969,1129,179,70,650,168,112,56,9,4,34,45-1000,"Supervisors of Farming, Fishing, and Forestry Workers"
12,Florida,452,44184,15123,29061,5752,673,18792,2158,838,1320,212,39,855,45-2000,Agricultural Workers
12,Florida,453,4777,4214,563,152,0,6,303,273,30,3,0,1,45-3000,Fishing and Hunting Workers
12,Florida,454,2230,1560,670,97,0,432,120,89,31,5,1,19,45-4000,"Forest, Conservation, and Logging Workers"
12,Florida,471,44174,33006,11168,1951,1807,2208,2408,1916,492,69,84,83,47-1000,Supervisors of Construction and Extraction Workers
12,Florida,472,433071,242632,190439,47336,30280,44978,19220,12675,6545,1402,1082,1381,47-2000,Construction Trades Workers
12,Florida,473,4489,2706,1783,110,218,206,202,139,63,7,10,9,47-3000,"Helpers, Construction Trades"
12,Florida,474,20208,15523,4685,539,759,429,1033,824,209,23,42,11,47-4000,Other Construction and Related Workers
12,Florida,475,3173,2533,640,120,115,175,161,141,20,2,4,5,47-5000,Extraction Workers
12,Florida,491,15509,11755,3754,412,964,160,867,704,163,16,35,6,49-1000,"Supervisors of Installation, Maintenance, and Repair Workers"
12,Florida,492,33203,24655,8548,572,2273,444,1670,1289,381,30,96,14,49-2000,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers"
12,Florida,493,111566,80080,31486,3856,5938,1759,5441,4141,1300,135,238,77,49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers"
12,Florida,499,138329,102637,35692,4154,6542,2342,6989,5495,1494,143,290,90,49-9000,"Other Installation, Maintenance, and Repair Occupations"
12,Florida,511,27237,20251,6986,723,1343,729,1567,1211,356,33,74,31,51-1000,Supervisors of Production Workers
12,Florida,512,32926,22873,10053,990,2029,721,1742,1260,482,42,90,30,51-2000,Assemblers and Fabricators
12,Florida,513,34277,23152,11125,896,2057,1083,1697,1224,473,36,85,48,51-3000,Food Processing Workers
12,Florida,514,42620,30770,11850,1346,1321,1392,2097,1591,506,49,65,50,51-4000,Metal Workers and Plastic Workers
12,Florida,5151,10607,7697,2910,258,321,269,522,398,124,9,19,11,51-5100,Printing Workers
12,Florida,516,27799,13092,14707,1769,2503,1397,1436,746,690,78,126,49,51-6000,"Textile, Apparel, and Furnishings Workers"
12,Florida,517,5135,3963,1172,112,245,186,300,245,55,4,15,8,51-7000,Woodworkers
12,Florida,518,11954,9591,2363,93,361,69,705,591,114,5,21,5,51-8000,Plant and System Operators
12,Florida,519,101612,67678,33934,3473,5524,3193,5355,3843,1512,139,262,136,51-9000,Other Production Occupations
12,Florida,531,15269,11195,4074,645,963,61,755,564,191,25,48,4,53-1000,Supervisors of Transportation and Material Moving Workers
12,Florida,532,30516,24288,6228,270,1858,56,1759,1438,321,15,94,3,53-2000,Air Transportation Workers
12,Florida,533,278294,173507,104787,7073,19703,4094,12892,8850,4042,288,787,153,53-3000,Motor Vehicle Operators
12,Florida,534,2865,2456,409,10,63,0,161,143,18,1,4,1,53-4000,Rail Transportation Workers
12,Florida,535,9295,8053,1242,301,84,0,524,454,70,11,6,0,53-5000,Water Transportation Workers
12,Florida,536,22541,15084,7457,834,1776,141,1025,741,284,32,79,4,53-6000,Other Transportation Workers
12,Florida,537,286789,217109,69680,7652,10643,6474,14428,11431,2997,310,503,256,53-7000,Material Moving Workers
13,Georgia,111,68592,61273,7319,177,599,562,3761,3364,397,10,35,24,11-1000,Top Executives
13,Georgia,112,37201,33422,3779,96,437,362,2072,1873,199,6,27,17,11-2000,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers"
13,Georgia,113,101055,87625,13430,323,1008,1068,5552,4866,686,19,55,50,11-3000,Operations Specialties Managers
13,Georgia,119,269548,237525,32023,1784,2269,4869,14424,12942,1482,69,136,163,11-9000,Other Management Occupations
13,Georgia,131,152662,137317,15345,493,1667,774,8163,7387,776,22,86,40,13-1000,Business Operations Specialists
13,Georgia,132,97555,85857,11698,344,1087,431,5316,4725,591,21,54,22,13-2000,Financial Specialists
13,Georgia,1512,145106,106905,38201,294,1707,985,7354,5604,1750,15,79,41,15-1200,Computer Occupations
13,Georgia,152,8446,6977,1469,111,27,93,440,377,63,2,2,1,15-2000,Mathematical Science Occupations
13,Georgia,171,6358,4919,1439,48,148,51,372,298,74,2,10,2,17-1000,"Architects, Surveyors, and Cartographers"
13,Georgia,172,48763,39345,9418,99,696,397,2595,2153,442,6,31,18,17-2000,Engineers
13,Georgia,173,16770,15137,1633,26,136,354,937,847,90,3,7,12,17-3000,"Drafters, Engineering Technicians, and Mapping Technicians"
13,Georgia,191,7506,5670,1836,10,85,66,436,336,100,1,8,3,19-1000,Life Scientists
13,Georgia,192,9069,6558,2511,14,88,79,550,404,146,1,7,2,19-2000,Physical Scientists
13,Georgia,193,5744,5379,365,21,60,82,333,307,26,1,5,4,19-3000,Social Scientists and Related Workers
13,Georgia,194,10150,8803,1347,18,143,231,616,538,78,2,5,11,19-4000,"Life, Physical, and Social Science Technicians"
13,Georgia,195,1804,1541,263,0,36,40,94,87,7,0,1,2,19-5000,Occupational Health and Safety Specialists and Technicians
13,Georgia,211,48607,46054,2553,185,229,248,2598,2454,144,11,14,14,21-1000,"Counselors, Social Workers, and Other Community and Social Service Specialists"
13,Georgia,212,20391,18250,2141,319,198,102,1191,1085,106,11,12,7,21-2000,Religious Workers
13,Georgia,231,28200,26450,1750,0,213,59,1641,1554,87,0,11,2,23-1000,"Lawyers, Judges, and Related Workers"
13,Georgia,232,14999,13895,1104,78,173,92,817,751,66,2,7,7,23-2000,Legal Support Workers
13,Georgia,251,35574,26607,8967,36,502,194,2370,1799,571,5,31,16,25-1000,Postsecondary Teachers
13,Georgia,252,184935,173526,11409,328,1137,720,10665,10027,638,23,69,40,25-2000,"Preschool, Elementary, Middle, Secondary, and Special Education Teachers"
13,Georgia,253,26481,24072,2409,62,157,289,1625,1489,136,3,12,13,25-3000,Other Teachers and Instructors
13,Georgia,254,5931,5500,431,0,0,0,418,383,35,0,1,1,25-4000,"Librarians, Curators, and Archivists"
13,Georgia,259,36585,33598,2987,212,289,133,2318,2124,194,8,20,15,25-9000,Other Educational Instruction and Library Occupations
13,Georgia,271,28140,24453,3687,244,347,327,1693,1474,219,7,24,15,27-1000,Art and Design Workers
13,Georgia,272,24842,22754,2088,121,168,78,1622,1503,119,2,13,6,27-2000,"Entertainers and Performers, Sports and Related Workers"
13,Georgia,273,19445,17303,2142,79,562,377,1188,1061,127,9,25,18,27-3000,Media and Communication Workers
13,Georgia,274,10104,9351,753,10,220,180,628,584,44,3,7,10,27-4000,Media and Communication Equipment Workers
13,Georgia,291,166486,144596,21890,437,1289,390,9159,8072,1087,25,70,29,29-1000,Healthcare Diagnosing or Treating Practitioners
13,Georgia,292,81505,73966,7539,185,354,278,4262,3944,318,11,16,15,29-2000,Health Technologists and Technicians
13,Georgia,299,2469,2346,123,0,15,0,127,120,7,0,1,0,29-9000,Other Healthcare Practitioners and Technical Occupations
13,Georgia,3111,62906,54281,8625,117,296,571,3259,2885,374,11,18,24,31-1100,"Home Health and Personal Care Aides; and Nursing Assistants, Orderlies, and Psychiatric Aides"
13,Georgia,312,3105,2934,171,0,0,0,145,138,7,0,0,0,31-2000,Occupational Therapy and Physical Therapist Assistants and Aides
13,Georgia,319,39388,34212,5176,266,563,680,2022,1794,228,10,24,35,31-9000,Other Healthcare Support Occupations
13,Georgia,331,9006,8763,243,0,18,59,518,512,6,0,1,1,33-1000,Supervisors of Protective Service Workers
13,Georgia,332,11618,11473,145,0,0,36,600,588,12,0,0,3,33-2000,Firefighting and Prevention Workers
13,Georgia,333,45397,43593,1804,116,114,340,2285,2208,77,4,7,11,33-3000,Law Enforcement Workers
13,Georgia,339,35376,33335,2041,22,254,113,1968,1864,104,3,10,7,33-9000,Other Protective Service Workers
13,Georgia,351,30681,24158,6523,257,136,1681,1551,1266,285,10,6,59,35-1000,Supervisors of Food Preparation and Serving Workers
13,Georgia,352,105172,86446,18726,1875,602,9350,5587,4799,788,82,28,338,35-2000,Cooks and Food Preparation Workers
13,Georgia,353,102824,90741,12083,858,979,3825,5829,5268,561,39,56,139,35-3000,Food and Beverage Serving Workers
13,Georgia,359,25434,22523,2911,502,208,988,1593,1443,150,19,15,49,35-9000,Other Food Preparation and Serving Related Workers
13,Georgia,371,13506,11105,2401,590,521,856,671,577,94,18,18,27,37-1000,Supervisors of Building and Grounds Cleaning and Maintenance Workers
13,Georgia,372,111136,81794,29342,5403,4211,12761,6113,4911,1202,213,169,517,37-2000,Building Cleaning and Pest Control Workers
13,Georgia,373,43717,29675,14042,3779,360,8985,2295,1837,458,119,14,272,37-3000,Grounds Maintenance Workers
13,Georgia,391,2955,2415,540,0,19,50,128,110,18,0,1,1,39-1000,Supervisors of Personal Care and Service Workers
13,Georgia,392,9807,8888,919,25,153,47,574,535,39,2,4,3,39-2000,Animal Care and Service Workers
13,Georgia,393,6211,5465,746,0,0,215,414,382,32,0,0,6,39-3000,Entertainment Attendants and Related Workers
13,Georgia,394,1814,1729,85,0,0,0,84,82,2,0,0,0,39-4000,Funeral Service Workers
13,Georgia,395,44153,31443,12710,221,377,578,2051,1499,552,10,16,21,39-5000,Personal Appearance Workers
13,Georgia,396,2350,2205,145,0,0,0,114,107,7,0,0,0,39-6000,"Baggage Porters, Bellhops, and Concierges"
13,Georgia,397,1254,1201,53,0,21,0,101,97,4,1,1,0,39-7000,Tour and Travel Guides
13,Georgia,399,45146,40016,5130,375,842,750,3121,2843,278,15,48,43,39-9000,Other Personal Care and Service Workers
13,Georgia,411,143614,125621,17993,535,1206,2030,7347,6525,822,30,60,85,41-1000,Supervisors of Sales Workers
13,Georgia,412,211335,186515,24820,1712,1593,3944,12543,11262,1281,79,98,185,41-2000,Retail Sales Workers
13,Georgia,413,52700,48340,4360,192,452,427,2873,2643,230,9,23,18,41-3000,"Sales Representatives, Services"
13,Georgia,414,42226,38988,3238,193,353,460,2328,2162,166,6,16,23,41-4000,"Sales Representatives, Wholesale and Manufacturing"
13,Georgia,419,42537,38676,3861,69,412,408,2430,2192,238,5,25,22,41-9000,Other Sales and Related Workers
13,Georgia,431,41692,38436,3256,252,316,356,2198,2046,152,8,17,17,43-1000,Supervisors of Office and Administrative Support Workers
13,Georgia,432,2884,2716,168,0,30,0,164,150,14,0,2,0,43-2000,Communications Equipment Operators
13,Georgia,433,69787,63344,6443,391,922,989,3976,3670,306,16,43,44,43-3000,Financial Clerks
13,Georgia,434,172188,157140,15048,1117,1449,2739,9214,8471,743,47,75,119,43-4000,Information and Record Clerks
13,Georgia,435,64585,57977,6608,463,426,1481,3386,3103,283,21,14,60,43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers"
13,Georgia,436,80013,74824,5189,303,673,557,5137,4838,299,23,34,31,43-6000,Secretaries and Administrative Assistants
